날짜,년,월,일,시간,경보발령단계,경보발령제목,경보발령내용
2017-01-12,2017,1,12,1810,보강,기상예보에 따른 제설대책 보강근무 지시(2017.01.13 00:00),"		1. 2017.01.12(목) 17:00 기상청 발표에 의하면 북부지방에서 확장하는 찬 대륙고기압의 영향으로 내일(13일) 새벽부터 낮사이에 1cm내외의 눈이 내릴 것으로 예보되고 있습니다.

		2. 따라서 2017.01.13(금) 00:00부로 제설대책 보강(3) 단계(제설장비 1/4대기) 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바라며, 내일(13일) 내리는 눈은 09시를 전후로 시작될 것으로 예상되고 있으나 강수시기 및 적설량이 매우 유동적일 것으로 예상되어,

		3. 2017.01.13(금) 06:00부로 제설대책 보강(1) 단계(제설장비 전체대기) 상향발령 예고 하오니 자치구 및 사업소에서는 제설삽날 부착, 장비 동원 및 사전배치, 청소차량 동원 등 사전대비에 철저를 기하여 주시기 바랍니다.



※ 제설현장관리시스템 입력대상 기관에서는 2017.01.13(금) 01:00까지 자원입력 바람.  끝."
2017-01-13,2017,1,13,1500,발령해제,제설대책 보강 근무 해제(2017.01.13 15:00) 및 도로 결빙 우려지역 제설작업 지시,"		1. 2017.01.13.(금) 아침부터 낮 사이 서울지역에 내린 눈은 지역별 편차가 커 대부분의 지역에서는 제설작업 등으로 대부분 녹았으나, 일부지역에는 2.5cm 이상의 많은 눈이 내려 보도 및 이면도로에는 추가 제설작업이 필요하고 주말동안 기온이 매우낮아 도로 결빙이 발생하여 낙상사고 등 시민불편이 예상됩니다.

		2. 따라서 2017.01.13.(금) 15:00부로 제설대책 보강 근무는 해제 하오니 각 제설기관 및 관련부서에서는 자체 실정에 맞게 비상근무 조치하시기 바라며, 특히 추가 제설작업이 필요한 지역에서는 보도, 이면도로, 지하철 진출입구 등에 대해 추가 제설작업을 시행하여 주시기 바랍니다.

		3. 각 자치구에서는 자율방재단, 자원봉사자, 생활안전거버넌스 등을 적극 활용하여 제설작업을 시행하시고 주민들의 ‘내 집 앞 눈치우기’에 적극 협조할 수 있도록 홍보 조치바랍니다.  끝.

 ※ 제설함에 대한 일제점검을 실시하고 부족한 제설자재 보충 바람 "
2017-01-19,2017,1,19,1800,2단계,제설대책 2단계근무 지시(2017.01.19  18:00),"		1. 2017.01.19.(목) 17:00 기상청 발표에 의하면 북쪽에서 다가오는 저기압의 영향으로 오늘(19일)늦은 밤부터 내일(20일) 아침까지 5~10cm의 많은 눈이 내릴것으로 예보되고 있습니다.

 		2. 따라서 2017.01.19.(목) 18:00부로 제설대책 2단계 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바랍니다.

		3. 특히 내일(20일)은 기온이 영하권이고 출근시간까지 눈이 예상되어 내린 눈이 도로에 쌓여 보행자 안전 및 교통혼잡에 따른 시민불편이 예상되오니 각 제설기관에서는 사전대비 및 제설작업에 철저를 기하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2017.01.19(목) 20:00까지 자원입력 바람.  끝.

"
2017-01-20,2017,1,20,900,1단계,제설대책 비상근무 하향(2단계-&gt;1단계)발령 및 잔설작업 철저,"		1. 2017.01.20.(금) 08:00부로 서울지역에 발효된 대설주의보가 해제 되고 제설기관의 밤샘 제설작업으로 인해 주요 간선도로는 교통소통이 원활하여 2017.01.20.(금) 09:00부로 제설대책 2단계 근무를 1단계 근무로 하향 발령하니 비상 근무기준에 따라 근무하시기 바랍니다
		2. 다만 보도 및 이면도로는 아직 제설작업이 필요한 실정임으로 각 제설관리 기관(자치구 등)에서는 직원, 자원봉사자, 직능단체 등 인력을 동원하여 제설작업을 시행하여 주시고 작업결과를 아래 서식에 따라 금일 17:00까지 제출하여 주시고,
		3. 보도 및 이면도로 제설책임 기관을 제외한 기관(도로사업소, 시설공단 등)에서는 제설작업을 마무리 하시고 도로결빙 지역에 대한 순찰 및 제빙작업을 금일내 시행하고 제설작업에 투입되지 않은 인원은 각 기관 자체실정에 맞게 비상근무 단계를 조정하여 시행하시기 바랍니다.  끝.
"
2017-01-20,2017,1,20,1800,보강,제설대책 보강근무 하향발령(2017.01.20. 18:00) 및 도로결빙 작업 철저," 		1. 1.19~1.20까지 서울지역에 올 겨울 첫 대설주의보가 발효된 가운데 6.6cm의 많은 눈이 내렸으나 각 제설기관의 노력으로 주요도로 제설작업이 마무리 되어 통행에 지장이 없으나, 
		2. 오늘밤부터 기온이 큰폭으로 떨어져 다음주 초까지 강력한 추위가 올 것으로 예보되어 도로상에 쌓인 눈과 녹은 눈이 결빙으로 안전사고 발생이 우려되고, 내일(21일)은 기압골의 영향으로 낮 동안 눈이 날리고 21시부터 1cm 내외의 눈이 내릴것으로 예보되고 있습니다
		3. 금일 이면도로와 보도의 제설작업 시행으로 인해 2017.01.20(금) 18:00부로 제설대책 1단계 근무를 보강근무로 하향 발령 하오니 각 제설기관 및 관련부서에서는 상습결빙지역 순찰 및 제빙작업을 위한 제설기동반을 운영토록 하고 제설작업에 직접 투입되지 않은 인원은 각 기관 자체 실정에 맞게 비상근무 조치하시기 바라며, 내일(21일) 보강근무 단계(장비대기 기준)는 기상상황에 따라 별도 통보 예정임을 알려드립니다.  끝."
2017-01-21,2017,1,21,1700,1단계,제설대책 1단계 상향근무 및 제설작업 철저 지시(2017.01.21. 17:00),"		1. 기상청 발표에 의하면 북서쪽에서 다가오는 기압골의 영향으로 현재 서울전역에 눈이 내리고 있고 내일(22일) 새벽까지 1~3cm의 눈이 내릴 것으로 예보되고 있습니다.
		2. 따라서 2017.01.21(토) 17:00부로 제설대책 보강근무를 1단계 근무로 상향 발령 하니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바라며.
		3. 특히, 낮은 기온으로 인해 도로결빙 지역이 많고 횡단보도주변, 지하철 출입구 주변, 버스정류장 등 보행자 이동이 많은 구간에는 결빙으로 안전사고 발생 위험이 높으니 제설·제빙 작업에 철저를 기하여 주시기 바랍니다.
※ 제설현장관리시스템 입력대상 기관에서는 2017.01.21(토) 18:00까지 자원입력 바람.  끝."
2017-01-22,2017,1,22,1800,발령해제,제설작업 근무 해제(2017.01.22.18:00),"		  2017.01.22.(일) 18:00 현재 주요 도로의 제설작업이 완료되어 교통소통에 지장이 없고 18:00 이후 강수확률 0이하로 예보되고 있어 2017.01.22(dlf) 18:00부로 제설대책 보강 근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝.

"
2017-01-26,2017,1,26,1800,보강,기상예보에 따른 제설대책 보강근무 지시(2017.01.26 18:00),"		1. 기상청 예보에 의하면 1.26일(목) 늦은 밤부터 비 또는 눈이 오다 27일(금) 새벽에 눈 또는 비가 내려 1cm내외의 적설을 보이겠고, 설 연휴인 1.29일(일) 새벽부터 약한 눈이 시작되어 낮에 눈/비로 바뀌어 내릴 것으로 예보되고 있습니다.

		2. 따라서 2017.01.26(목) 18:00부로 제설대책 보강(1)단계(제설장비 전체대기) 근무 발령 하오니 각 제설기관 및 관련부서에서는 제설대책 근무에 임하여 주시기 바라며, 2017.01.29.(일) 새벽(06:00 이전) 제설대책 비상근무 발령 예고 하오니 각 제설기관 및 관련부서에서는 비상발령 즉시 응소 가능하도록 비상연락체계를 유지하여 주시기 바랍니다.

		3. 아울러 설 연휴 고향방문자는 해당일자의 비상근무일에 단계별 대직자를 지정하시기 바라며, 설 연휴 기간동안 기상상황이 매우 유동적이므로 앞으로 발표되는 기상정보 모니터링을 철저히하여 비상상황에 대비토록 조치바랍니다.  끝."
2017-01-27,2017,1,27,800,발령해제,제설대책 보강근무 해제(‘17.01.27 08:00) 및 보강근무 발령예고(‘17.01.28 21:00),"		1. 2017.01.27.(금) 07:00 현재 기상청 예보에 의하면 08:00 이후 강수확률 0이하로 예보되고 있어 2017.01.27(금) 08:00부로 제설대책 보강근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.
		2. 아울러, 서쪽에서 다가오는 기압골의 영향으로 모레(1.29) 00:00이후 강수확률 30, 기온 1℃ 이하이고 새벽부터 1cm미만 눈 적설이 예보되어 2017.01.28(토) 21:00부로 제설대책 보강근무 발령예고 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임할 수 있도록 비상연락체계를 유지하여 주시기 바랍니다.  끝. "
2016-01-13,2016,1,13,2100,발령해제,"제설작업 근무 해제(2016.01.13(수), 21:00)","		1. 2016.01.13.(수) 21:00 현재 주요 도로의 제설작업이 완료되어 교통소통에 지장이 없고 21:00 이후 강수확률 10이하로 예보되고 있어 2016.01.13(수) 21:00부로 제설대책 1단계 근무를 해제 하오니 평시 근무 체제로 전환하시기 바라며,

		2. 금일 밤부터 기온이 급격히 내려가 내일 아침 최저기온 영하 8도로 노면에 남아있는 눈이 얼어 도로결빙으로 인한 안전사고 발생 우려가 있으므로 각 자치구 및 시설관리 기관에서는 보도 및 이면도로, 지하철 출입구, 버스정류장 등에는 자체 실정에 맞게 추가 제설작업을 시행하여 시민불편이 없도록 조치하여 주시기 바랍니다.  끝. "
2016-01-18,2016,1,18,2100,발령해제,제설작업 근무 해제(평상시근무로 전환),		  1. 2016.01.18.(월) 19:30 현재 기상청 예보에 의하면 21:00 이후 강수확률 10이하로 예보되고 있어 2016.01.18(월) 21:00부로 제설대책 보강근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝. 
2016-01-25,2016,1,25,2100,보강,제설대책 보강근무 지시,"		1. 2016.01.25(월) 17:00 기상청 발표에 의하면 2016.01.26. 00:00이후 기온 -6℃, 강수확률 30이며 내일 오전까지 눈이 날릴것으로 예보되고 있습니다. 

		2. 따라서 2016.01.25(월) 21:00부로 제설대책 보강 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2016.01.25(월) 22:00까지 자원입력 바람.  끝."
2016-02-08,2016,2,8,900,보강,제설대책 보강 근무지시 (2016.02.08 09:00) 및 1단계 발령예고,"		1. 기상청에 따르면 북쪽을 기나는 기압골의 영향으로 2016.02.08.(월) 낮부터 눈/비가 내리다 늦은 오후부터 밤사이 1~3cm의 눈이 내릴 것으로 예보되고 있습니다. 

		2. 따라서 2016.02.08(월) 09:00부로 제설대책 보강 근무 지시 및 2016.02.08.(월) 15:00부로 제설대책 1단계 발령예고 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2016.02.08(월) 10:00까지 자원입력 바람.  끝."
2016-02-08,2016,2,8,2200,발령해제,제설대책 1단계 근무 해제(2016.02.08.22:00),	1. 2016.02.08.(월) 21:00 현재 기상청에 따르면 서울지역에 눈구름대는 벗어난 상태이며 강수확률 10이하로 예보되고 있어 2016.02.08(월) 22:00부로 제설대책 1단계 근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝.
2016-02-16,2016,2,16,5,1단계,제설대책 1단계근무 지시(2016.02.16 00:00),"1. 2016.02.15(월) 23:00 기상청 발표에 의하면 북한을 지나는 약한 기압골의 영향으로 밤부터 내일 낮까지 적설량 1~5cm의 눈이 내릴 것으로 예보되고 있습니다. 

2. 따라서 2016.02.16(화) 00:00부로 보강근무를 제설대책 1단계로 변경근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시고 전 제설차량을 동원하여 제설제 상차 및 사전배치 등 작업 준비에 만전을 기하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2016.02.16(화) 00:30까지 자원입력 바람.  끝."
2016-02-22,2016,2,22,1800,1단계,제설대책 1단계근무 지시(2016.02.22 18:00),"		1. 2016.02.22(월) 17:00 기상청 발표에 의하면 북쪽에서 다가오는 기압골의 영향으로 2016.02.22.(월) 21:00부터 내일(23일) 아침 까지 적설량 1~5cm의 눈이 내릴 것으로 예보되고 있습니다. 

		2. 따라서 2016.02.22(월) 18:00부로 제설대책 1단계 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바라며, 특히 금일은 북쪽에서 다가오는 기압골로 한강북쪽을 중심으로 눈이 내릴 것으로 판단되니 관련기관에서는 제설제 상차 및 각 노선별 목지점에 사전대기 조치하여 주시고 필요시 취약지역에 대한 제설제 사전살포 작업을 시행하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2016.02.22(월) 20:00까지 자원입력 바람.  끝."
2016-02-25,2016,2,25,1800,발령해제,제설대책 보강근무 해제 및 기습강설 대비 철저(2016.02.25 18:00),"		1. 2016.02.25.(목) 17:00 기상청 예보에 의하면 18:00 이후 강수확률 20이하로 예보되고 있어 2016.02.25.(목) 18:00부로 제설대책 보강 근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.

		2. 다만, 일부 금일 밤에는 경기북부, 내일 새벽까지는 경기남부에 1cm 내외의 한때 눈이 내리고 그 밖에 지역에는 눈이 날릴 것으로 예보되고 있으니 인접된 제설기관에서는 긴급 상황시 응급조치가 가능한 제설장비(1~2대)를 기관별 실정에 맞게 대기조치 하여 주시기 바랍니다.  끝."
2016-02-29,2016,2,29,1100,보강,제설대책 보강근무 지시(2016.2.29 11:00),"		1. 2016.02.29(월) 10:00 기상청 발표에 의하면 서울시에 오전 10~15시 사이에 눈이 산발적으로 날릴것으로 예보되고 있습니다. 

		2. 따라서 2016.02.29.(월) 11:00부로 제설대책 보강 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2016.02.29(목) 12:00까지 자원입력 바람.  끝."
2016-03-12,2016,3,12,0,보강,제설대책 보강근무 지시(2016.03.12 00:00),"		1. 2016.03.11(금) 17:00 기상청 발표에 의하면 북쪽을 지나는 기압골의 영향으로 03.12(토) 새벽부터 낮사이 산발적으로 눈이 날릴 것이며, 03.13(일) 낮동안 눈이 내릴것으로 예보되고 있습니다.

		2. 따라서 2016.03.12.(토) 00:00부로 제설대책 보강 근무 및 2016.03.13.(일) 00:00부로 제설대책 보강근무 예고 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2016.03.12(토) 02:00까지 자원입력 바람.  끝."
2016-03-12,2016,3,12,1200,발령해제,제설대책 보강 근무 해제 (2016.03.12 12:00),"		1. 2016.03.12.(토) 11:00 현재 기상청 예보에 의하면 12:00 이후 강수확률 20이하로 예보되고 있어 2016.03.12(토) 12:00부로 제설대책 보강 근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.

		2. 다만 북쪽을 지나는 기압골의 영향으로 일부 지역에서는 비 또는 눈이 날릴 것으로 보이며 내일 아침부터 낮 사이에도 산발적으로 눈이 날리는 곳이 있을 것으로 예보되고 있으니 평시 상황근무에 철저를 기하시기 바랍니다.  끝."
2016-03-13,2016,3,13,1200,발령해제,제설작업 근무 해제(평상시근무로 전환),		2016.03.13.(일) 11:00시 현재 아침부터 내리던 약한 비는 대부분 지역에서 그친 상태이며 영상기온으로 눈이 내릴 가능성이 적을 것으로 판단되므로 2016.03.13(일) 12:00부로 제설대책 보강 근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝.
2016-11-22,2016,11,22,1455,발령해제,테스트 끝,테스트 끝
2016-11-22,2016,11,22,1615,보강,테스트 발령,테스트
2016-11-23,2016,11,23,1330,2단계,[훈련메세지-1]기상예보에 따른 제설대책 2단계근무 지시,"             1. 2016. 11. 23. 11:00  기상청 일기예보에 의하면  내일 0시 이후 서울지방 강수확률이 60, 기온이 -3℃이며 예상적설량이 5~10cm로 예보되어 2016-11-23 14:00부로 제설대책 2단계 근무를 발령하니 각 제설 기관 및 관련부서에서는 단계 근무에 만전을 기하여 주시기 바라며, 



             2. 각 제설기관에서는 즉시 제설삽날 및 살포기 장착하고 제설재를 상차하여, 주요간선도로, 램프, 언덕길 등 취약지점의 주요 목 지점에 배치하여 주시고, 강설시작과 동시에 제설재를 살포(필요시 제한적으로 사전살포)하여 주시기 바랍니다.



             3. 또한 금일 제설근무 상황을 제설정보시스템 (상황일 2016-11-23)에 13:30까지 입력하시기 바랍니다.    끝."
2016-11-26,2016,11,26,800,보강,제설대책 보강단계 근무 지시(2016.11.26 09:00),"		1. 2016.11.25(금) 17:00 기상청 발표에 의하면 서쪽에서 다가오는 기압골의 영향으로 2016.11.26.(토) 12:00이후 기온 1℃이고 서쪽지방부터 비 또는 눈이 시작되어 오후부터 서울에도 비 또는 눈이 내릴 것으로 예보되고 있습니다. 

		2. 따라서 2016.11.26(토) 09:00부로 제설대책 보강-3 단계(장비 1/4) 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바라며,

		3. 다만 낮동안 기온이 영상으로 눈이 쌓이는 곳은 적겠으나 강북지역 일부 고지대에는 1cm 미만의 눈이 쌓이는 곳이 있을 것으로 예보되고 있으니 동네예보를 참고하여 비상근무 기준에 따라 임하시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2016.11.26(토) 08:00까지 자원입력 바람.  끝."
2016-12-07,2016,12,7,0,1단계,기상예보에 따른 제설대책 1단계근무 지시(2016.12.07(수). 00:00),"  1. 2016.12.06(화) 17:00 기상청 발표에 의하면 북쪽을 지나는 기압골의 영향으로 내일(7일) 새벽부터 아침사이에 1~3cm의 눈이 내릴 것으로 예보되고 있습니다.
  2. 따라서 2016.12.07(수) 00:00부로 제설대책 1단계 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바라며, 금번 내리는 눈은 출근시간대에 집중될 것으로 판단되니 강설로 인한 시민불편이 없도록 조치바랍니다.
  3. 특히, 경기동부 지역에는 많은 눈이 내릴 것으로 예보되고 있으니 인접된 자치구 및 사업소에서는 제설삽날 부착, 장비 동원 및 사전배치, 청소차량 동원 등 사전대비에 철저를 기하여 주시기 바랍니다.
※ 제설현장관리시스템 입력대상 기관에서는 2016.12.07(수) 01:00까지 자원입력 바람.  끝.
"
2016-12-22,2016,12,22,1800,보강,"기상예보에 따른 제설대책 보강근무 지시(2016.12.22, 18:00)","		1. 2016.12.22.(목) 17:00 기상청 발표에 의하면 동쪽에 위치한 기압골의 영향으로 금일(22일) 밤부터 내일(23일) 아침사이에 1cm 내외의 눈이 내리고 내일 낮까지 눈이 날릴것으로 예보되고 있습니다.

 		2. 따라서 2016.12.22.(목) 18:00부로 제설대책 보강(1) 단계(제설장비 전체 대기) 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바라며, 금일 밤부터 기온이 급격히 내려가 그동안 내린 비로 인해 도로결빙이 예상되므로 시민불편이 없도록 조치 바랍니다.

		3. 특히, 경기동부 및 남부 지역에는 대설특보가 발효된 가운데 많은 눈이 내릴 것으로 예보되고 있으니 인접된 자치구 및 사업소에서는 제설삽날 부착, 장비 동원 및 사전배치, 청소차량 동원 등 사전대비에 철저를 기하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2016.12.22(목) 20:00까지 자원입력 바람.  끝.

"
2016-12-26,2016,12,26,1800,보강,기상예보에 따른 제설대책 보강근무 지시(2016.12.26 18:00),"		1. 2016.12.26.(월) 17:00 기상청 발표에 의하면 남해상을 지나는 저기압의 영향으로 금일(26일) 늦은 밤부터 내일(27일) 오전까지 눈이 날릴것으로 예보되고 있습니다.

 		2. 따라서 2016.12.26.(월) 18:00부로 제설대책 보강(3) 단계(제설장비 1/4 대기) 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2016.12.26(월) 20:00까지 자원입력 바람.  끝.

"
2016-12-28,2016,12,28,2100,1단계,제설대책 1단계근무 지시(2016.12.28. 21:00),"		1. 2016.12.28.(수) 17:00 기상청 발표에 의하면 북쪽을 지나는 약한 기압골의 영향으로 내일(29일) 새벽 한때 1cm 내외의 눈이 내릴것으로 예보되고 있습니다.

 		2. 따라서 2016.12.28.(수) 21:00부로 제설대책 1단계 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

		3. 특히, 한강 이남 중심으로 일부지역에는 1~3cm의 눈이 내려 쌓일 것으로 예보되고 있으니 자치구, 도로사업소, 시설공단에서는 제설삽날 부착, 장비 동원 및 사전배치, 청소차량 동원 등 사전대비에 철저를 기하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2016.12.28(수) 23:00까지 자원입력 바람.  끝.

"
2017-01-12,2017,1,12,910,발령해제,제설작업 근무 해제(2017.01.12  09:00),"		  2017.01.12.(목) 08:00 현재 주요 도로의 제설작업이 완료되어 교통소통에 지장이 없고 09:00 이후 강수확률 10이하로 예보되고 있어 2017.01.12(목) 09:00부로 제설대책 보강 근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝.

"
2017-01-30,2017,1,30,900,발령해제,제설작업 근무 해제(2017.01.30  09:00),"		  2017.01.30.(월) 09:00 현재 주요 도로의 제설작업이 완료되어 교통소통에 지장이 없고 09:00 이후 강수확률 0이하로 예보되고 있어 2017.01.30(월) 09:00부로 제설대책 보강 근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝.

"
2017-11-17,2017,11,17,0,발령해제,제설작업 근무 해제(평상시근무로 전환),"		 오늘(22일) 아침부터 서울지역에 내린 눈 또는 비는 구름대가 동진하여 서울지역을 벗어나 17:30 현재 대부분 지역에서 그친 상태이고 오늘 자정까지 영상의 기온이 유지되지 되어, 2017. 02.22.(수) 19:00부로 제설대책 보강 근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝."
2017-11-17,2017,11,17,25,보강,기상예보에 따른 제설대책 보강근무 지시(2017.11.17 00:00),"		  1. 2017.11.16.(목) 17:00 기상청 발표에 의하면 11.17.(금) 03:00부터 기온이 ­1℃이며, 강수확률이 30프로로 예보되고 경기북부 지역에 아침부터 오전사이에 산발적으로 눈이 날릴것으로 전망하고 있습니다.
		  2. 따라서 2017.11.17.(금) 00:00부로 제설대책 보강(3) 단계(제설장비 1/4 대기) 근무를 지시하오니 각 제설기관 및 관련부서에는 제설대책 비상기준에 따라 근무에 임하여 주시기 바랍니다.
※ 제설현장관리시스템 입력대상 기관에서는 2017.11.17(금) 01:00까지 자원입력 바람.  끝.
"
2017-12-08,2017,12,8,2100,보강,제설대책 보강근무 발령(2017.12.08(금)21:00),"		  1. 2017.12.8.(금) 17:00 기상청 발표에 의하면 서울지역은 북쪽을 지나는 기압골의 영향을 받아 산발적으로 눈이 날리는 것으로 예보되고 있습니다.

		  2. 이에, 2017.12.8.(금) 21:00부로 제설대책 보강(2)단계(제설장비 1/2 대기) 근무를 발령하오니 각 제설기관 및 관련부서에는 제설대책 비상기준에 따라 근무에 철저히 임하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2017.12.8.(금) 22:00까지 자원입력 바람. 끝."
2017-12-10,2017,12,10,700,1단계,제설대책 1단계 상향근무 및 제설작업 철저 지시(2017.12.10.(일) 07:00)," 1. 2017.12.10.(일) 05:00 기상청 발표에 의하면 현재 서울전역에 눈이 내리고 있고, 오전에 추가적으로 1~4cm의 눈이 내릴 것으로 예보되고 있습니다.
 2. 이에, 2017.12.10.(일) 07:00부로 제설대책 보강근무를 1단계 근무로 상향 발령하오니 각 제설기관 및 관련부서에는 제설대책 비상기준에 따라 근무에 철저히 임하여 주시기 바랍니다.
※ 제설현장관리시스템 입력대상 기관에서는 2017.12.10.(일) 08:00까지 자원입력 바람. 끝."
2017-12-20,2017,12,20,1000,1단계,제설대책 1단계 근무 발령(2017.12.20(수) 10:00),"		  1. 2017.12.20.(수) 기상청 발표에 의하면 서울지역은 북서쪽에서 다가오는 저기압의 영향을 받아 오후에 1~4㎝ 정도의 적설이 예보되고 있습니다.
		  2. 이에, 2017.12.20.(수) 10:00부로 제설대책 1단계 근무를 발령하오니 각 제설기관 및 관련부서에는 제설대책 비상기준에 따라 근무하여 주시기 바랍니다.
※ 제설현장관리시스템 입력대상 기관에서는 2017.12.20.(수) 11:00까지 자원입력 바람
		  3. 아울러, 강설에 대비하여 제설·제빙시설 관리 철저 및 제설함 내 부족물품 사전 보충 등을 하여 주시고, 현재 온도가 낮아 내린 눈이 얼어 도로가 미끄러운 곳이 많겠으니 사전살포 등으로 교통불편 등이 야기되지 않도록 제설작업에 만전을 기하여 주시기 바랍니다. 끝."
2017-12-30,2017,12,30,1400,1단계,제설대책 1단계근무 발령(2017.12.30(토) 14:00),"		  1. 12.30(토) 12시 현재 기상청예보에 따르면 서울지역 현재 기온은 영상 3℃이며 금일 15시부터 비(눈)가 내리기 시작하여 기온이 떨어지는 17시이후 부터는 비가 눈으로 바뀌어 내일 새벽까지 1 ~ 5cm의 적설량을 기록할것으로 예보되고 있습니다.
		  2. 이에 2017.12.30(토) 14:00부로 제설대책 1단계 비상근무 발령하오니 각 제설기관 및 관련부서에는 제설대책 비상기준에 따라 근무에 철저히 임하여 주시기 바랍니다.
※ 제설현장관리시스템 입력대상 기관에서는 2017.12.30.(토) 16:00까지 자원입력 바람.  끝."
2018-01-08,2018,1,8,1700,1단계,제설대책 1단계 근무 발령(2018.1.8(월) 17:00),"		  1. 2018.1.8.(월) 현재 기상청 발표에 의하면 서울지역은 북서쪽에서 다가오는 기압골의 영향을 받아 금일 밤부터 내일 새벽까지 1~4cm의 눈이 내리는 것으로 예보되고 있습니다.
		  2. 이에, 2018.1.8.(월) 17:00부로 제설대책 1단계 근무를 발령하오니 각 제설기관 및 관련부서에는 제설대책 비상기준에 따라 근무하여 주시기 바랍니다.
※ 제설현장관리시스템 입력대상 기관에서는 2018.1.8.(월) 18:00까지 자원입력 바람. 끝."
2018-02-03,2018,2,3,800,발령해제,제설대책 보강단계 근무 해제(2018.2.3(토) 08:00),2018.2.3.(토) 현재 기상현황 등을 고려하여 2018.2.3.(토) 08:00부로 제설대책 보강단계 근무를 해제하오니 평시근무 체계로 전환하여 주시기 바랍니다. 끝.
2018-02-11,2018,2,11,1930,발령해제,제설대책 보강근무 해제(2018.02.11(일)19:30),2018.2.11.(일) 현재 기상현황 등을 고려하여 2018.2.11.(일) 19:30부로 제설대책 보강단계 근무를 해제하오니 평시근무 체계로 전환하여 주시기 바랍니다. 끝.
2018-02-14,2018,2,14,0,보강,제설대책 보강근무 발령(2018.02.14(수)00:00),"1. 2018.2.13.(화) 현재 기상청 발표에 의하면 서울지역은 북쪽을 지나는 기압골의 영향을 받아 2.14.(수) 새벽부터 아침 사이에 산발적으로 눈이 날리는 것으로 예보되고 있습니다.
2. 이에, 2018.2.14.(수) 00:00부로 제설대책 보강2(장비대기 1/2)단계 근무를 발령하오니 각 제설기관 및 관련부서에는 제설대책 비상기준에 따라 근무하여 주시기 바랍니다.
 ※ 제설현장관리시스템 입력대상 기관에서는 2018.2.14.(수) 02:00까지 자원입력 바람. 끝."
2018-02-14,2018,2,14,800,발령해제,제설대책 보강단계 근무해제(2018.02.14(수) 08:00),2018.2.14.(수) 현재 기상현황 등을 고려하여 2018.2.14.(수) 08:00부로 제설대책 보강단계 근무를 해제하오니 평시근무 체계로 전환하여 주시기 바랍니다. 끝.
